Img_N,Experiment,Img_Nuclei_N,Cell_Type,Treatment,Replicate,Well,Cell_N,Un_Cell_Id,Nu_X,Nu_Y,Cell_Act_Cl,Cell_Orientation,Cell_Area,Cell_Perim,Cell_MaxL,Cell_MinL,WLR,Cell_Neighbour_N,Cell_1st_Nb_Dist,Cell_2nd_Nb_Dist,Nu_Clustering,Nu_1st_Nb_Dist,Nu_2nd_Nb_Dist,Nu_Area,DNA_IntI_Norm,Cell_Cycle,Cell_VEC_Norm,Junc_VEC_Norm,JCyR,J_N,Perc_Stb,Perc_Lin,Perc_Jag,STB_Index,Cy_NCH_IntI,Nu_NCH_IntI,tSNE_1,tSNE_2,NOTCH_Quadr,Nu_NOTCH_Fraction,Tot_NCH
844,D2R1,75,HAoEC,CTRL,1,B002,46,844_46,911.211399,690.4393782,Quiescent,43.06854938,10235,503.66,160.669978,82.13164387,0.511182269,5,85.15615833,112.564034,0,101.2183924,111.0010636,1930,909.0279078,G0/G1,0.415739305,0.369755689,0.889393147,19,21.05263158,68.42105263,10.52631579,44.73684211,143.9293812,73.54737192,9.615210115,-12.4953917,Nuclear,0.338184982,217.4767531
844,D2R1,75,HAoEC,CTRL,1,B002,47,844_47,52.22727273,698.9447415,Stressed,-45.58347459,14332,903.748,187.7701015,105.8722159,0.563839584,6,71.3579916,73.75114043,0,81.3028296,125.0459769,2244,973.6956143,G0/G1,0.159253681,0.187015314,1.174323335,48,27.08333333,39.58333333,33.33333333,13.54166667,1.983428687,7.656656802,-7.833836798,-9.093787478,Low,0.794251961,9.640085489
844,D2R1,75,HAoEC,CTRL,1,B002,48,844_48,630.4050294,708.5917603,Stressed,34.33101575,14689,626.156,210.013292,91.3892278,0.435159255,7,99.75045496,107.7580925,0,87.6448448,88.76803561,1869,938.5305171,G0/G1,0.305800575,0.319047141,1.043317663,30,10,43.33333333,46.66666667,-15,0.948943317,6.972655818,-12.67296231,-14.09442519,Low,0.880208112,7.921599135
844,D2R1,75,HAoEC,CTRL,1,B002,49,844_49,1070.226252,729.1588946,Quiescent,84.78758511,4097,450.164,97.22657021,67.04871587,0.689613094,3,94.02177701,117.4729849,0,93.10415675,157.8027125,579,296.8281621,G0/G1,0.209274772,0.224136434,1.071015066,12,16.66666667,16.66666667,66.66666667,-41.66666667,0,0,-22.15349251,-6.11528537,None,0,0
844,D2R1,75,HAoEC,CTRL,1,B002,50,844_50,369.5851148,739.0661124,Stressed,-3.983134037,38066,1264.504,234.5548971,217.1445491,0.925772822,7,123.1966134,157.9978103,0,94.07244958,173.1011612,5052,2185.373386,G2/M,0.193938636,0.270377208,1.394137928,56,33.92857143,39.28571429,26.78571429,26.78571429,185.4170597,11.00067151,-12.07485564,16.37152163,Cytoplasmic,0.056006509,196.4177312
844,D2R1,75,HAoEC,CTRL,1,B002,51,844_51,105.3298267,760.509901,Quiescent,-56.08211635,8427,528.144,155.4982023,76.64656709,0.492909667,5,87.93960331,105.0458406,0,81.3028296,93.11303329,1616,878.7828605,G0/G1,0.228939038,0.276765359,1.208904174,45,53.33333333,26.66666667,20,46.66666667,2.792935118,0,6.909755465,-23.54006474,Low,0,2.792935118
844,D2R1,75,HAoEC,CTRL,1,B002,52,844_52,198.3585201,764.4721209,Quiescent,34.29198068,17762,761.296,172.2052882,147.3935454,0.855917649,5,105.0458406,115.5105576,0,93.11303329,131.1823643,1919,946.7948041,G0/G1,0.163974276,0.21863946,1.333376586,53,39.62264151,22.64150943,37.73584906,13.20754717,17.23006028,1.221454144,-6.040685805,-5.056600273,Low,0.066198043,18.45151442
844,D2R1,75,HAoEC,CTRL,1,B002,53,844_53,861.0724704,778.3669098,Stressed,61.72337435,11394,581.768,201.0657495,75.72996647,0.376642798,6,63.80844075,85.15615833,1,65.99743547,72.34685336,2194,966.2791446,G0/G1,0.339544164,0.375065821,1.10461572,24,16.66666667,12.5,70.83333333,-47.91666667,2.593743771,0,9.400621442,24.01094722,Low,0,2.593743771
844,D2R1,75,HAoEC,CTRL,1,B002,54,844_54,564.559501,794.8214971,Quiescent,45.10418513,18761,779.27,182.5920108,138.7180775,0.759716029,5,105.4286272,107.7580925,0,108.4951664,110.0639449,2084,970.2943729,G0/G1,0.342668266,0.338266039,0.987153094,50,32,26,42,3,19.25410846,0,-6.495724411,-4.512049929,Low,0,19.25410846
844,D2R1,75,HAoEC,CTRL,1,B002,55,844_55,797.2717747,795.2527832,Stressed,71.88897838,4946,522.584,108.1070847,79.48280579,0.735222913,4,63.80844075,70.92583762,1,53.42621604,65.99743547,1527,884.1756947,G0/G1,0.421764088,0.437255505,1.036730052,19,0,26.31578947,73.68421053,-60.52631579,0,5.448737353,1.091150398,25.30140325,Low,1,5.448737353
844,D2R1,75,HAoEC,CTRL,1,B002,56,844_56,1034.238121,815.0264579,Stressed,64.89164885,14081,773.01,193.6810467,97.73325338,0.504609279,5,94.02177701,99.048228,0,93.10415675,113.8250722,1852,731.1440472,G0/G1,0.238598034,0.258370887,1.082870978,20,0,5,95,-92.5,6.773449332,2.296467513,-27.40626404,-0.193819036,Low,0.253196093,9.069916844
844,D2R1,75,HAoEC,CTRL,1,B002,57,844_57,23.05309735,820.539823,Quiescent,76.14159344,9211,480.992,128.1111787,97.42787677,0.760494734,3,109.2660791,116.3728902,0,101.8481798,120.4495995,1582,838.3282997,G0/G1,0.135237854,0.167201299,1.236349839,22,4.545454545,9.090909091,86.36363636,-77.27272727,9.256275237,0,-21.83444509,6.477721055,Low,0,9.256275237
844,D2R1,75,HAoEC,CTRL,1,B002,58,844_58,920.5057439,819.6192211,Stressed,47.63323513,29745,1153.046,289.5469587,152.2885083,0.525954439,7,99.048228,128.8319515,1,72.34685336,113.8250722,3569,1574.816847,S,0.178158276,0.239559449,1.344643957,17,0,0,100,-100,1.306157023,0,-12.76802964,23.92718615,Low,0,1.306157023
844,D2R1,75,HAoEC,CTRL,1,B002,59,844_59,401.6501706,827.5051195,Quiescent,-3.240296593,7722,559.832,130.6416663,80.77117484,0.618265038,4,100.0489735,110.3800759,0,94.07244958,111.2725682,586,379.4165316,G0/G1,0.235341267,0.254792908,1.082652912,29,37.93103448,3.448275862,58.62068966,-18.96551724,1.501640335,73.20399797,-11.36570283,-27.58777567,Nuclear,0.979899237,74.7056383
844,D2R1,75,HAoEC,CTRL,1,B002,60,844_60,808.595184,847.4652431,Stressed,25.53727264,6408,600.526,132.2220603,71.7335732,0.542523487,6,70.92583762,96.65256428,1,53.42621604,86.76661369,2201,1227.652728,G0/G1,0.549213701,0.475497127,0.865777977,17,5.882352941,0,94.11764706,-88.23529412,2.617303729,0,3.138497614,31.34101024,Low,0,2.617303729
844,D2R1,75,HAoEC,CTRL,1,B002,61,844_61,681.4361702,860.4170213,Stressed,-30.64859032,12049,750.29,172.1378883,96.2267046,0.55900944,6,120.7355848,123.5134149,0,110.0722967,127.8169134,1880,910.5995357,G0/G1,0.274655691,0.313013792,1.139658861,39,33.33333333,2.564102564,64.1025641,-29.48717949,1.97143513,1.681666255,-16.83900411,-3.128752846,Low,0.460339333,3.653101385
844,D2R1,75,HAoEC,CTRL,1,B002,62,844_62,501.6694631,885.1482103,Quiescent,19.97952293,9590,729.806,157.0278643,90.72142809,0.577740954,8,105.4286272,105.5559866,0,110.0639449,111.1928722,1788,893.8034329,G0/G1,0.252370529,0.246973346,0.978614052,31,48.38709677,19.35483871,32.25806452,25.80645161,49.21382463,11.5246509,4.212344433,-13.21933938,Low,0.189742182,60.73847553
844,D2R1,75,HAoEC,CTRL,1,B002,63,844_63,238.0917538,889.4924506,Stressed,-36.11633199,12373,686.252,186.9270601,98.71037022,0.528068917,7,109.9411246,115.5105576,0,114.1797478,125.8692375,1722,890.4669254,G0/G1,0.259493727,0.267361817,1.030320924,44,56.81818182,20.45454545,22.72727273,44.31818182,86.66178374,1.222903818,2.747727747,-6.119355939,Low,0.013914868,87.88468756
844,D2R1,75,HAoEC,CTRL,1,B002,64,844_64,112.7438692,900.9367847,Quiescent,36.87605862,15042,661.634,155.9391263,140.1045845,0.898456903,6,103.4190251,116.3728902,0,107.127801,120.4495995,1835,872.0913221,G0/G1,0.144859737,0.177804924,1.227428183,61,27.86885246,21.31147541,50.81967213,-12.29508197,30.34314498,0,-12.8485915,-5.633583028,Low,0,30.34314498
844,D2R1,75,HAoEC,CTRL,1,B002,65,844_65,360.0040547,930.6903193,Quiescent,-7.575645389,10800,561.456,150.2947811,95.4354369,0.634988362,5,100.0489735,105.4862018,0,89.7282607,109.3302393,1973,902.3034814,G0/G1,0.220261123,0.226235577,1.027124415,35,22.85714286,25.71428571,51.42857143,-15.71428571,19.29762726,2.866422504,-12.39424675,-7.516596169,Low,0.129327561,22.16404976
844,D2R1,75,HAoEC,CTRL,1,B002,66,844_66,820.8236111,935.574537,Stressed,-8.764513123,17005,801.092,191.8094588,124.5534689,0.649360411,6,96.65256428,108.0696544,0,81.45095832,88.95382011,2160,893.3405936,G0/G1,0.221791596,0.273899877,1.234942542,26,46.15384615,0,53.84615385,-7.692307692,36.0824751,4.094239742,-11.941709,-4.750508385,Low,0.101905787,40.17671484
844,D2R1,75,HAoEC,CTRL,1,B002,67,844_67,642.4007782,963.3351862,Stressed,78.39838085,14871,1003.486,183.3786538,125.3036095,0.683305318,6,96.06040284,107.4643473,0,91.795572,110.0722967,1799,864.0131164,G0/G1,0.211923872,0.230548932,1.087885616,42,30.95238095,14.28571429,54.76190476,-16.66666667,1.129427031,0,-13.58859563,-4.879658217,Low,0,1.129427031
844,D2R1,75,HAoEC,CTRL,1,B002,68,844_68,454.4255983,985.805411,Quiescent,-40.53171106,14425,613.22,188.2715043,103.1157379,0.547696999,5,80.69273723,105.5559866,0,107.980831,109.3302393,1922,884.1694902,G0/G1,0.196757096,0.237545746,1.207304593,39,61.53846154,25.64102564,12.82051282,61.53846154,0,0,4.508969737,-6.628343764,None,0,0
844,D2R1,75,HAoEC,CTRL,1,B002,69,844_69,43.82640587,982.9535452,Quiescent,-66.08720586,7757,406.89,116.786224,94.61566017,0.810161139,2,80.89838187,103.4190251,0,58.27245384,107.127801,1636,779.2561959,G0/G1,0.110551865,0.118599803,1.072797853,21,23.80952381,38.0952381,38.0952381,4.761904762,0,0,-6.291656901,-13.70649784,None,0,0
844,D2R1,75,HAoEC,CTRL,1,B002,70,844_70,292.5427975,989.8522965,Quiescent,7.270171801,17015,703.564,206.8579021,109.3742731,0.528741092,7,72.01864858,105.4862018,0,89.7282607,114.1797478,1916,853.770637,G0/G1,0.163869499,0.229254406,1.399005958,60,53.33333333,18.33333333,28.33333333,34.16666667,8.782192737,0,4.426214387,-12.69942362,Low,0,8.782192737
844,D2R1,75,HAoEC,CTRL,1,B002,71,844_71,877.0493274,994.5060858,Stressed,-11.94085301,8094,632.456,167.247261,66.90731707,0.400050301,4,87.56039178,113.4630394,0,65.04711379,81.45095832,1561,740.4862417,G0/G1,0.221248108,0.220208935,0.995303131,19,15.78947368,5.263157895,78.94736842,-60.52631579,30.36189818,3.986266896,-26.58763766,-4.897415182,Low,0.116054726,34.34816508
844,D2R1,75,HAoEC,CTRL,1,B002,72,844_72,560.6654373,1005.117492,Quiescent,-56.23775402,11448,576.666,144.4258064,108.9872195,0.754624275,5,68.07837346,106.6470625,0,91.795572,107.980831,1898,862.4840501,G0/G1,0.207140985,0.219776109,1.060997705,38,47.36842105,21.05263158,31.57894737,26.31578947,81.95954843,38.79465945,-5.16426178,-17.2173543,Low,0.321269628,120.7542079
844,D2R1,75,HAoEC,CTRL,1,B002,73,844_73,72.93736383,1033.433551,Quiescent,-22.86765279,11232,702.22,212.1828998,70.37705833,0.331681103,5,65.26260076,80.89838187,0,58.27245384,138.3472117,1836,752.6781325,G0/G1,0.135841603,0.15360504,1.130765807,46,36.95652174,23.91304348,39.13043478,9.782608696,232.8255283,4.236453801,-5.655438764,-26.10704522,Cytoplasmic,0.017870659,237.0619821
844,D2R1,75,HAoEC,CTRL,1,B002,74,844_74,773.2540571,1047.032457,Quiescent,-26.34790632,7434,414.75,133.532763,73.38309854,0.549551263,4,108.0696544,117.1755509,0,116.3291785,121.184695,1787,800.5350069,G0/G1,0.188151014,0.193300052,1.02736652,16,50,0,50,0,0,0,-2.525618825,-29.75550406,None,0,0
844,D2R1,75,HAoEC,CTRL,1,B002,75,844_75,919.4736173,1043.814367,Quiescent,-10.08201732,19075,965.628,291.7594615,97.43769909,0.333965859,3,87.56039178,161.5747878,0,65.04711379,146.2549688,1573,595.58648,G0/G1,0.116060456,0.119289429,1.027821473,16,18.75,6.25,75,-53.125,9.813916191,0,-18.40754149,0.103692179,Low,0,9.813916191
1134,D2R2,105,HUVEC,CTRL,1,B002,1,1134_1,519.1154329,28.78419072,Stressed,78.78230828,5688,362.368,100.9800964,73.98231031,0.7326425,4,87.37636424,95.19570687,0,73.33278507,124.6234018,1594,1075.512847,G0/G1,0.151571451,0.305387033,2.014805759,26,26.92307692,7.692307692,65.38461538,-34.61538462,0,0,-16.63327432,-6.291729033,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,2,1134_2,175.1215017,32.16860068,Stressed,-77.36827432,5406,327.54,106.572285,66.15973769,0.620796839,4,58.79390078,81.85688138,0,84.2814128,113.2258055,1465,1048.452126,G0/G1,0.153276542,0.338180174,2.206340053,29,20.68965517,24.13793103,55.17241379,-22.4137931,0,0,-9.394162146,-17.13267258,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,3,1134_3,998.3293413,37.76537833,Quiescent,36.64535991,7721,420.54,115.14564,89.41918055,0.77657461,5,53.59543818,68.9683712,0,71.27172093,73.52486534,1837,1502.750691,S,0.147303915,0.251554684,1.707725713,24,33.33333333,29.16666667,37.5,10.41666667,0,0,-5.89101831,-15.8452131,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,4,1134_4,590.9065527,43.74188034,Activated,32.39074782,9008,783.672,125.2419945,102.1689858,0.815772587,4,87.37636424,100.5694063,0,73.33278507,116.272886,1755,1073.042874,G0/G1,0.216214565,0.35916239,1.661138739,53,32.0754717,9.433962264,58.49056604,-21.69811321,93.73121253,25.66562915,-15.93943046,-6.611127788,Low,0.214960704,119.3968417
1134,D2R2,105,HUVEC,CTRL,1,B002,5,1134_5,900.9743213,46.28906823,Activated,23.22679323,6612,643.66,108.1834623,87.20217884,0.80605831,6,84.69974502,87.27460054,0,81.59075146,97.72744345,1363,865.3301881,G0/G1,0.253650727,0.328765767,1.296135714,42,21.42857143,21.42857143,57.14285714,-25,47.00886548,0,-16.24846008,-6.778327178,Low,0,47.00886548
1134,D2R2,105,HUVEC,CTRL,1,B002,6,1134_6,1068.98972,47.08037383,Activated,86.91090778,3157,380.846,111.0162863,41.47302053,0.373576003,2,65.90305723,74.81253776,0,71.27172093,120.5848811,1070,884.6211822,G0/G1,0.104020142,0.175004287,1.682407696,18,33.33333333,22.22222222,44.44444444,0,0,0,-7.828674474,-27.82900675,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,7,1134_7,760.9552285,74.46550138,Activated,50.62374897,19524,1150.874,197.3995702,149.5970718,0.757838893,7,93.91117871,109.7762865,0,109.3417221,112.400727,3261,2115.227552,G2/M,0.196939053,0.378687607,1.922867004,77,29.87012987,15.58441558,54.54545455,-16.88311688,0,0,-18.30481393,14.72157057,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,8,1134_8,71.26670348,84.59745997,Activated,-88.42748893,9550,973.512,175.948951,90.05596347,0.511830068,6,75.00518734,81.78521065,0,93.43448393,99.85806568,1811,1050.857667,G0/G1,0.189565749,0.340074268,1.793964734,75,57.33333333,14.66666667,28,36.66666667,360.7040818,0,4.207449532,-24.5498928,Cytoplasmic,0,360.7040818
1134,D2R2,105,HUVEC,CTRL,1,B002,9,1134_9,235.9476117,90.50847458,Activated,-58.22266582,14714,1036.002,211.6600314,102.6002913,0.484740981,6,73.05349111,81.85688138,0,76.21251514,84.2814128,1947,1097.485397,G0/G1,0.212952087,0.298203166,1.400329863,73,32.87671233,10.95890411,56.16438356,-17.80821918,0,0,-18.79195509,-14.20020432,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,10,1134_10,961.2638362,101.2638362,Activated,-14.30471943,2675,486.1,75.30749635,56.68046884,0.752653741,4,68.9683712,75.20749612,0,70.46081911,73.52486534,1319,849.3627003,G0/G1,0.289294745,0.463755959,1.603056975,19,42.10526316,5.263157895,52.63157895,-7.894736842,0,0,-19.98426065,-22.1252287,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,11,1134_11,423.5794607,108.8083764,Stressed,89.93207378,9146,823.226,138.9572933,97.40679578,0.700983687,7,76.9680345,95.19570687,0,88.21600494,96.62340134,1743,1102.994172,G0/G1,0.201182597,0.32882724,1.634471593,52,32.69230769,13.46153846,53.84615385,-14.42307692,0,0,-15.14327041,-7.741207117,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,12,1134_12,846.5849515,142.4593447,Activated,-58.29685645,6962,542.424,121.4018046,77.17471703,0.635696622,4,89.47387232,96.98020737,0,74.73435686,97.88671654,1648,1004.129694,G0/G1,0.354125035,0.5127229,1.447858382,40,32.5,7.5,60,-23.75,0,0,-21.05304478,-21.33392311,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,13,1134_13,145.4279883,141.4314869,Activated,-66.6484578,7996,523.412,123.992805,88.95568467,0.717426182,4,84.60184119,87.78616498,0,93.43448393,103.8602686,1715,1124.624042,G0/G1,0.229976106,0.398665911,1.733510138,30,40,20,40,10,1079.427772,0,-5.5461631,-18.64718396,Cytoplasmic,0,1079.427772
1134,D2R2,105,HUVEC,CTRL,1,B002,14,1134_14,674.8168116,146.6742029,Stressed,20.30544905,8095,527.692,134.7194405,84.26106887,0.6254559,5,100.5694063,109.0390324,0,96.69084512,112.400727,1725,1060.311811,G0/G1,0.35063157,0.478025906,1.363328195,39,12.82051282,2.564102564,84.61538462,-70.51282051,8.921141446,51.46941316,-27.25154596,3.162682487,Low,0.852275881,60.39055461
1134,D2R2,105,HUVEC,CTRL,1,B002,15,1134_15,342.5843694,161.4949674,Activated,-58.33443917,7182,639.322,161.2679291,69.43601741,0.430563087,5,62.19981464,90.93661435,0,68.87095078,76.50381628,1689,1094.625236,G0/G1,0.218829591,0.41291751,1.886936356,50,24,14,62,-31,0.728984535,0,-21.90557458,-19.20903143,Low,0,0.728984535
1134,D2R2,105,HUVEC,CTRL,1,B002,16,1134_16,557.5127168,155.116185,Activated,43.83490282,8923,635.806,145.5139651,83.96239687,0.577005766,7,86.50381816,105.2963539,0,91.71278637,110.7414863,1730,1086.559722,G0/G1,0.283240803,0.441713941,1.559499678,47,21.27659574,29.78723404,48.93617021,-12.76595745,30.06791806,0,-11.13307451,-16.50064258,Low,0,30.06791806
1134,D2R2,105,HUVEC,CTRL,1,B002,17,1134_17,993.7600806,163.7836022,Activated,-45.22844478,9521,620.596,138.5633596,93.09179005,0.671835544,6,75.20749612,83.14508148,0,70.46081911,80.43685441,1488,863.2461257,G0/G1,0.254861806,0.361641675,1.418971638,48,10.41666667,10.41666667,79.16666667,-63.54166667,40.5559321,306.2907605,-25.09251044,1.974555185,Nuclear,0.883072455,346.8466926
1134,D2R2,105,HUVEC,CTRL,1,B002,18,1134_18,273.8871345,156.6064327,Activated,-53.73337153,6612,573.258,195.7825402,46.51107028,0.237564955,6,62.19981464,73.05349111,0,68.87095078,76.21251514,1710,1111.694447,G0/G1,0.245775684,0.382615501,1.556767105,36,27.77777778,19.44444444,52.77777778,-15.27777778,0,0,-18.07146631,-22.49991329,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,19,1134_19,912.3816514,177.8996942,Activated,76.84090499,6409,527.246,128.5252536,67.92601535,0.528503259,6,82.90288301,89.47387232,0,71.70234746,74.73435686,1635,968.9158899,G0/G1,0.321864864,0.527175035,1.637876929,35,28.57142857,14.28571429,57.14285714,-21.42857143,0,0,-21.46435327,-21.11491823,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,20,1134_20,29.71904762,175.4017857,Quiescent,81.54913587,6031,433.788,158.9125769,50.72025195,0.319170785,3,93.75771374,102.1759967,0,99.85806568,120.5924548,1680,1093.486911,G0/G1,0.188526941,0.375349353,1.990958701,31,29.03225806,29.03225806,41.93548387,1.612903226,0,0,-7.120130848,-25.24102438,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,21,1134_21,410.8162442,196.0961982,Activated,-80.21007727,6897,454.272,96.77602969,94.54488134,0.976945238,6,83.94142087,90.93661435,0,76.50381628,79.36606874,1736,1098.010426,G0/G1,0.224779696,0.384052776,1.708574141,32,28.125,12.5,59.375,-25,0,0,-16.68733102,-6.409986642,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,22,1134_22,1064.5595,201.9612097,Activated,-83.70543045,3883,573.38,137.7092871,43.09936529,0.312973556,2,83.14508148,106.8543921,0,80.43685441,124.1005833,1521,731.6816886,G0/G1,0.240052688,0.410384225,1.709558969,29,27.5862069,17.24137931,55.17241379,-18.96551724,0,0,-18.17727726,-23.07796914,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,23,1134_23,487.9315756,214.8631513,Activated,77.29848995,8453,831.952,165.9672499,76.72223298,0.462273328,7,83.94142087,86.50381816,0,79.36606874,91.71278637,1593,1107.925863,G0/G1,0.3276058,0.439259821,1.340818208,48,22.91666667,29.16666667,47.91666667,-10.41666667,0,0,-11.64511568,-18.038955,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,24,1134_24,301.8255495,232.9416209,Activated,-18.25408832,5857,499.38,122.2323676,65.02525964,0.531980693,4,73.42027651,93.90651443,0,81.28724363,82.25512565,1456,1072.740516,G0/G1,0.218134113,0.406084972,1.861629836,35,20,14.28571429,65.71428571,-38.57142857,0,0,-21.09891804,-19.70892314,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,25,1134_25,871.8314028,237.03432,Activated,64.39475627,13576,726.156,180.2359166,103.0745492,0.571886843,6,96.44256778,97.16665301,0,71.70234746,93.96950585,2331,2051.539701,G2/M,0.243570704,0.378389878,1.55351145,48,8.333333333,2.083333333,89.58333333,-80.20833333,0,0,-23.33418117,13.1613656,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,26,1134_26,678.2739003,243.3032258,Activated,61.84610024,12060,536.66,161.4272627,97.46064324,0.603743393,5,87.28716481,99.45865721,0,96.69084512,98.43751813,1705,1105.584051,G0/G1,0.270037029,0.46062327,1.705778172,43,6.976744186,13.95348837,79.06976744,-65.11627907,0,0,-25.86232887,3.639704697,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,27,1134_27,150.8185604,246.174301,Activated,-13.92875104,11765,729.162,188.5236069,85.91228344,0.455711011,8,84.60184119,92.21522188,0,88.03709484,104.8814349,1681,1135.329057,G0/G1,0.345910083,0.391843527,1.132790129,52,17.30769231,15.38461538,67.30769231,-42.30769231,153.8644696,6.926268458,-20.70213876,-12.8402414,Cytoplasmic,0.04307629,160.7907381
1134,D2R2,105,HUVEC,CTRL,1,B002,28,1134_28,778.8574686,250.6767389,Activated,64.1457117,11376,697.908,173.2344892,86.42731533,0.498903629,6,97.16665301,99.45865721,0,93.96950585,100.8534725,1754,1119.11782,G0/G1,0.285734761,0.421351397,1.474624213,51,21.56862745,21.56862745,56.8627451,-24.50980392,41.81324491,7.107240438,-18.25508678,-12.99221478,Low,0.145281478,48.92048535
1134,D2R2,105,HUVEC,CTRL,1,B002,29,1134_29,581.8575851,263.1486068,Activated,52.75791483,7672,606.972,134.1040156,82.22453006,0.613139955,6,87.28716481,98.9763001,0,98.43751813,105.6105131,1615,1103.788345,G0/G1,0.25861428,0.391622449,1.514310998,37,10.81081081,29.72972973,59.45945946,-33.78378378,0,0,-16.26711231,-12.13998587,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,30,1134_30,970.8332381,283.3021131,Activated,-66.09470674,15114,641.494,158.2433592,125.6128515,0.793795406,6,104.7127127,106.8543921,0,109.279788,114.5261955,1751,945.6045414,G0/G1,0.216837037,0.397417244,1.832792266,54,31.48148148,22.22222222,46.2962963,-3.703703704,0.278721303,0,-8.391831333,-5.416957812,Low,0,0.278721303
1134,D2R2,105,HUVEC,CTRL,1,B002,31,1134_31,399.6649275,300.6544928,Activated,-85.71098297,8601,662.284,191.5176622,74.72680123,0.390182296,8,63.65774512,122.4806776,0,69.31323582,105.1512664,1725,1071.449368,G0/G1,0.224358618,0.400452403,1.784876397,51,31.37254902,19.60784314,49.01960784,-7.843137255,496.3495696,12.48973829,-11.6863506,-18.05492005,Cytoplasmic,0.024545545,508.8393079
1134,D2R2,105,HUVEC,CTRL,1,B002,32,1134_32,90.70498915,310.4929501,Activated,3.017930464,7291,540.826,125.1023194,80.05971395,0.639953874,5,81.46870052,83.70078521,0,74.75766117,88.03709484,1844,1102.044605,G0/G1,0.256479661,0.393062182,1.532527692,31,22.58064516,45.16129032,32.25806452,12.90322581,0,0,-2.449463202,-17.23154541,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,33,1134_33,275.4172553,324.2043391,Activated,-7.523615074,15081,811.92,225.8085803,102.2569271,0.452847837,8,73.42027651,88.77020594,1,46.85327549,95.0067457,1982,1157.865076,G0/G1,0.293062215,0.389153296,1.327886287,55,30.90909091,23.63636364,45.45454545,-2.727272727,0,0,8.102512775,15.79279102,None,0,0
1134,D2R2,105,HUVEC,CTRL,1,B002,34,1134_34,453.5876095,344.2052566,Activated,-84.44935065,8842,499.138,152.7708577,80.15712001,0.524688551,4,63.65774512,77.40164276,0,69.31323582,101.391074,1598,1069.712203,G0/G1,0.273118297,0.416077354,1.523432732,50,26,48,26,24,6.408178821,0.699824512,3.322420186,-18.62588905,Low,0.09845585,7.108003333
1134,D2R2,105,HUVEC,CTRL,1,B002,35,1134_35,140.477037,366.2733333,Activated,5.1936276,8214,889.856,166.0477994,84.00469575,0.505906709,5,83.36522891,83.70078521,0,74.75766117,89.4630157,1350,1082.144806,G0/G1,0.244805918,0.372881923,1.523173649,52,40.38461538,34.61538462,25,32.69230769,0.823315799,0,0.346343008,-22.04105104,Low,0,0.823315799
1134,D2R2,105,HUVEC,CTRL,1,B002,36,1134_36,293.3388289,367.4945992,Activated,-38.8077337,11944,805.952,191.4738428,91.54640107,0.478114398,6,76.87056246,88.77020594,1,46.85327549,97.41769653,1759,1107.153348,G0/G1,0.250074636,0.381555755,1.525767508,48,27.08333333,33.33333333,39.58333333,4.166666667,26.10133523,0,14.21759154,10.93597514,Low,0,26.10133523
1134,D2R2,105,HUVEC,CTRL,1,B002,37,1134_37,901.8120567,375.7360689,Stressed,20.23688377,10458,723.608,220.0977871,74.95849814,0.340569068,7,75.77187695,119.2373267,0,93.20585934,102.1141693,1974,1021.998986,G0/G1,0.261250199,0.439748688,1.683247289,47,21.27659574,23.40425532,55.31914894,-22.34042553,11.3206988,0,-20.9280316,-15.64914097,Low,0,11.3206988
1134,D2R2,105,HUVEC,CTRL,1,B002,38,1134_38,708.232801,384.0780098,Activated,77.17513745,9254,552.176,148.3305433,86.18287264,0.581019059,8,99.85286568,100.5668181,0,107.0299964,118.7204487,1628,1019.926775,G0/G1,0.241009897,0.407750379,1.69184081,54,24.07407407,18.51851852,57.40740741,-24.07407407,2.192095846,0.67580682,-16.01013041,-8.485488601,Low,0.235644964,2.867902666
1134,D2R2,105,HUVEC,CTRL,1,B002,39,1134_39,1002.387628,393.3955732,Activated,-21.12536503,8681,560.246,137.7710003,84.25785191,0.61157901,4,104.7127127,111.6616974,0,93.41622477,102.1141693,1762,918.2841837,G0/G1,0.201641866,0.313586868,1.55516746,37,24.32432432,21.62162162,54.05405405,-18.91891892,46.16121155,0,-16.67871268,-9.301439954,Low,0,46.16121155
